fileName|text_x|normalizedTest_x
chunk_0202| We crave certain experiences. We want honor, enjoyment, success, or whatever the case may be.| We crave certain experiences. We want honor, enjoyment, success, or whatever the case may be.
chunk_0203| This is what ultimately creates suffering for us since it is impossible to satisfy this craving. It is an it| This is what ultimately creates suffering for us since it is impossible to satisfy this craving. It is an it
chunk_0204| which cannot be scratched. As soon as one craving is satisfied, we immediately crave the next.| which cannot be scratched. As soon as one craving is satisfied, we immediately crave the next.
chunk_0205| thing. The Rolling Stones song springs to mind. I can't get no satisfaction.| thing. The Rolling Stones song springs to mind. I can't get no satisfaction.
chunk_0206| I try, and I try, and I try. The reality is that our bodies need certain basic things to survive.| I try, and I try, and I try. The reality is that our bodies need certain basic things to survive.
chunk_0207| like water, air, and food. When it is cold, we need warm clothes so we don't freeze to death.| like water, air, and food. When it is cold, we need warm clothes so we don't freeze to death.
chunk_0208| The trouble is that most of us desire far more than the true necessities of life. Our desires are endless.| The trouble is that most of us desire far more than the true necessities of life. Our desires are endless.
chunk_0209| we are attached to grasping the constant attempt to satisfy desires that| we are attached to grasping the constant attempt to satisfy desires that
chunk_0210| can never be satisfied. This doesn't mean that we should deny ourselves food or become moralistic in terms of material things.| can never be satisfied. This doesn't mean that we should deny ourselves food or become moralistic in terms of material things.
chunk_0211| The problem lies in the mind, the way we identify with physical things. We feel incomplete unless we| The problem lies in the mind, the way we identify with physical things. We feel incomplete unless we
chunk_0212| are chasing something. The problem is the constant mental craving for stimulation, the constant| are chasing something. The problem is the constant mental craving for stimulation, the constant
chunk_0213| grasping after imaginary straws. The third noble truth is related to the cessation| grasping after imaginary straws. The third noble truth is related to the cessation
chunk_0214| of this suffering. How do we end the cycle? By overcoming our own self-created delusions, by pondering the| of this suffering. How do we end the cycle? By overcoming our own self-created delusions, by pondering the
chunk_0215| truth of existence as it is, not in theory but in practice. One can see that we can| truth of existence as it is, not in theory but in practice. One can see that we can
chunk_0216| create our own suffering by constantly wishing things were different but being unable to change them. We need to let go.| create our own suffering by constantly wishing things were different but being unable to change them. We need to let go.
